# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_missense_variant	variants_effect_splice_region_variant	variants_effect_stop_gained	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
PA3963	PA3963	AAG07350	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
PA3964	PA3964	AAG07351	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
PA3965	PA3965	AAG07352	protein_coding	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0
PA3966	PA3966	AAG07353	protein_coding	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0
PA3967	PA3967	AAG07354	protein_coding	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0
PA3968	PA3968	AAG07355	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	3
PA3969	PA3969	AAG07356	protein_coding	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0
PA3971	PA3971	AAG07358	protein_coding	0	0	0	4	0	0	0	3	0	0	0	0	0	0	1
PA3972	PA3972	AAG07359	protein_coding	0	0	0	4	0	0	0	3	0	0	0	0	0	0	1
PA3973	PA3973	AAG07360	protein_coding	0	0	0	4	0	0	0	3	0	0	0	0	0	0	1
PA3978	PA3978	AAG07365	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA3979	PA3979	AAG07366	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA3980	PA3980	AAG07367	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA4032	PA4032	AAG07419	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA4033	PA4033	AAG07420	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA4035	PA4035	AAG07422	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA4036	PA4036	AAG07423	protein_coding	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
PA4037	PA4037	AAG07424	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA4038	PA4038	AAG07425	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA4039	PA4039	AAG07426	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA4040	PA4040	AAG07427	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA4058	PA4058	AAG07445	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA4059	PA4059	AAG07446	protein_coding	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
PA4060	PA4060	AAG07447	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA4061	PA4061	AAG07448	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA4062	PA4062	AAG07449	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA4063	PA4063	AAG07450	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA4064	PA4064	AAG07451	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA4065	PA4065	AAG07452	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA4066	PA4066	AAG07453	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA4134	PA4134	AAG07521	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA4135	PA4135	AAG07522	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA4136	PA4136	AAG07523	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA4137	PA4137	AAG07524	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA4139	PA4139	AAG07526	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA4140	PA4140	AAG07527	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA4141	PA4141	AAG07528	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA4142	PA4142	AAG07529	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA4143	PA4143	AAG07530	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA4156	PA4156	AAG07543	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA4157	PA4157	AAG07544	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA4162	PA4162	AAG07549	protein_coding	0	0	0	3	0	0	0	1	0	0	0	0	0	0	2
PA4163	PA4163	AAG07550	protein_coding	0	0	0	3	0	0	0	2	0	0	0	0	0	0	1
PA4164	PA4164	AAG07551	protein_coding	0	0	1	2	0	0	0	1	0	1	0	0	0	0	1
PA4165	PA4165	AAG07552	protein_coding	0	0	0	3	0	0	0	2	0	0	0	0	0	0	1
PA4166	PA4166	AAG07553	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1
PA4167	PA4167	AAG07554	protein_coding	0	1	0	1	0	0	0	1	0	0	0	0	0	1	0
PA4169	PA4169	AAG07556	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA4170	PA4170	AAG07557	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA4171	PA4171	AAG07558	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA4177	PA4177	AAG07564	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA4178	PA4178	AAG07565	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA4179	PA4179	AAG07566	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA4180	PA4180	AAG07567	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
PA4181	PA4181	AAG07568	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA4182	PA4182	AAG07569	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA4183	PA4183	AAG07570	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1
PA4184	PA4184	AAG07571	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1
PA4185	PA4185	AAG07572	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1
PA4186	PA4186	AAG07573	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA4187	PA4187	AAG07574	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
PA4188	PA4188	AAG07575	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA4189	PA4189	AAG07576	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA4191	PA4191	AAG07578	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA4202	PA4202	AAG07589	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA4203	PA4203	AAG07590	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA4218	PA4218	AAG07606	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA4219	PA4219	AAG07607	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA4220	PA4220	AAG07608	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA4222	PA4222	AAG07610	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA4223	PA4223	AAG07611	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA4288	PA4288	AAG07676	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA4289	PA4289	AAG07677	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA4290	PA4290	AAG07678	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA4291	PA4291	AAG07679	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA4292	PA4292	AAG07680	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
PA4294	PA4294	AAG07682	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA4298	PA4298	AAG07686	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA4308	PA4308	AAG07696	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA4311	PA4311	AAG07699	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA4312	PA4312	AAG07700	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA4313	PA4313	AAG07701	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA4317	PA4317	AAG07705	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA4318	PA4318	AAG07706	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA4319	PA4319	AAG07707	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA4320	PA4320	AAG07708	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA4321	PA4321	AAG07709	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA4335	PA4335	AAG07723	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA4336	PA4336	AAG07724	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA4337	PA4337	AAG07725	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA4338	PA4338	AAG07726	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA4339	PA4339	AAG07727	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA4340	PA4340	AAG07728	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA4341	PA4341	AAG07729	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
PA4342	PA4342	AAG07730	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA4343	PA4343	AAG07731	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA4344	PA4344	AAG07732	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA4345	PA4345	AAG07733	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA4355	PA4355	AAG07743	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA4357	PA4357	AAG07745	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA4358	PA4358	AAG07746	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA4359	PA4359	AAG07747	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA4360	PA4360	AAG07748	protein_coding	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
PA4361	PA4361	AAG07749	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1
PA4362	PA4362	AAG07750	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1
PA4364	PA4364	AAG07752	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1
PA4365	PA4365	AAG07753	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1
PA4368	PA4368	AAG07756	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA4369	PA4369	AAG07757	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA4390	PA4390	AAG07778	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
PA4391	PA4391	AAG07779	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
PA4392	PA4392	AAG07780	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
PA4394	PA4394	AAG07782	protein_coding	0	1	1	0	0	0	0	0	0	1	0	0	0	1	0
PA4395	PA4395	AAG07783	protein_coding	0	0	0	3	0	0	0	2	0	0	0	0	0	0	1
PA4396	PA4396	AAG07784	protein_coding	0	0	0	3	0	0	0	1	0	0	0	0	0	0	2
PA4398	PA4398	AAG07786	protein_coding	0	0	0	3	0	0	0	1	0	0	0	0	0	0	2
PA4399	PA4399	AAG07787	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA4400	PA4400	AAG07788	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA4401	PA4401	AAG07789	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA4426	PA4426	AAG07814	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA4429	PA4429	AAG07817	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA4430	PA4430	AAG07818	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA4431	PA4431	AAG07819	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA4434	PA4434	AAG07822	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA4435	PA4435	AAG07823	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA4436	PA4436	AAG07824	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA4437	PA4437	AAG07825	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA4438	PA4438	AAG07826	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA4489	PA4489	AAG07877	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA4490	PA4490	AAG07878	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA4491	PA4491	AAG07879	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
PA4492	PA4492	AAG07880	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1
PA4495	PA4495	AAG07883	protein_coding	0	0	0	3	0	0	0	2	0	0	0	0	0	0	1
PA4496	PA4496	AAG07884	protein_coding	0	0	0	5	0	0	0	4	0	0	0	0	0	0	1
PA4497	PA4497	AAG07885	protein_coding	0	0	0	4	0	0	0	3	0	0	0	0	0	0	1
PA4498	PA4498	AAG07886	protein_coding	0	0	0	4	0	0	0	2	0	0	0	0	0	0	2
PA4499	PA4499	AAG07887	protein_coding	1	0	0	3	0	0	0	1	1	0	0	0	0	0	2
PA4500	PA4500	AAG07888	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	4
PA4502	PA4502	AAG07890	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
PA4523	PA4523	AAG07911	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA4524.1	PA4524.1	PA4524.1-1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA4530	PA4530	AAG07918	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
PA4531	PA4531	AAG07919	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
PA4532	PA4532	AAG07920	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
PA4533	PA4533	AAG07921	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
PA4534	PA4534	AAG07922	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
PA4535	PA4535	AAG07923	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
PA4536	PA4536	AAG07924	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA4537	PA4537	AAG07925	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA4539	PA4539	AAG07927	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA4548	PA4548	AAG07936	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1
PA4558	PA4558	AAG07946	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA4562	PA4562	AAG07950	protein_coding	0	0	1	2	0	0	0	0	0	1	0	0	0	0	2
PA4564	PA4564	AAG07952	protein_coding	0	0	0	3	0	0	0	1	0	0	0	0	0	0	2
PA4570	PA4570	AAG07958	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
PA4571	PA4571	AAG07959	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
PA4573	PA4573	AAG07961	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA4677	PA4677	AAG08064	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA4679	PA4679	AAG08066	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA4680	PA4680	AAG08067	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA4681	PA4681	AAG08068	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA4682	PA4682	AAG08069	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA4683	PA4683	AAG08070	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA4684	PA4684	AAG08071	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA4685	PA4685	AAG08072	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA4686	PA4686	AAG08073	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA4699	PA4699	AAG08085	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA4701	PA4701	AAG08087	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA4702	PA4702	AAG08088	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA4703	PA4703	AAG08089	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1
PA4705	PA4705	AAG08091	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1
PA4706	PA4706	AAG08092	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1
PA4707	PA4707	AAG08093	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1
PA4709	PA4709	AAG08095	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA4711	PA4711	AAG08097	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA4712	PA4712	AAG08098	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA4713	PA4713	AAG08099	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA4735	PA4735	AAG08121	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA4736	PA4736	AAG08122	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA4737	PA4737	AAG08123	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA4738	PA4738	AAG08124	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA4739	PA4739	AAG08125	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA4772	PA4772	AAG08158	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA4773	PA4773	AAG08159	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA4774	PA4774	AAG08160	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA4775	PA4775	AAG08161	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA4779	PA4779	AAG08165	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA4780	PA4780	AAG08166	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA4781	PA4781	AAG08167	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA4793	PA4793	AAG08179	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA4794	PA4794	AAG08180	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA4795	PA4795	AAG08181	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA4796	PA4796	AAG08182	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA4797	PA4797	AAG08183	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
PA4798	PA4798	AAG08184	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
PA4799	PA4799	AAG08185	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
PA4800	PA4800	AAG08186	protein_coding	0	0	1	1	0	0	0	0	0	1	0	0	0	0	1
PA4801	PA4801	AAG08187	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1
PA4802	PA4802	AAG08188	protein_coding	0	1	0	1	0	0	0	0	0	0	1	0	1	0	1
PA4802.1	PA4802.1	PA4802.1-1	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
PA4803	PA4803	AAG08189	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
PA4804	PA4804	AAG08190	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
PA4805	PA4805	AAG08191	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
PA4806	PA4806	AAG08192	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA4816	PA4816	AAG08201	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA4817	PA4817	AAG08202	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA4818	PA4818	AAG08203	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA4819	PA4819	AAG08204	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA4820	PA4820	AAG08205	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA4821	PA4821	AAG08206	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA4822	PA4822	AAG08207	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA4823	PA4823	AAG08208	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA4824	PA4824	AAG08209	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA4826	PA4826	AAG08211	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA4827	PA4827	AAG08212	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA4828	PA4828	AAG08213	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA4830	PA4830	AAG08215	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA4831	PA4831	AAG08216	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA4832	PA4832	AAG08217	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA4833	PA4833	AAG08218	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA4834	PA4834	AAG08219	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA4835	PA4835	AAG08220	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1
PA4836	PA4836	AAG08221	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA4837	PA4837	AAG08222	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
PA4838	PA4838	AAG08223	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
PA4840	PA4840	AAG08225	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1
PA4841	PA4841	AAG08226	protein_coding	0	0	1	1	0	0	0	1	0	1	0	0	0	0	0
PA4842	PA4842	AAG08227	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
PA4843	PA4843	AAG08228	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
PA4844	PA4844	AAG08229	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA4851	PA4851	AAG08236	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA4852	PA4852	AAG08237	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA4857	PA4857	AAG08242	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA4858	PA4858	AAG08243	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA4869	PA4869	AAG08254	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA4870	PA4870	AAG08255	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA4871	PA4871	AAG08256	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA4872	PA4872	AAG08257	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA4873	PA4873	AAG08258	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA4874	PA4874	AAG08259	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA4875	PA4875	AAG08260	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA4877	PA4877	AAG08262	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA4878	PA4878	AAG08263	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA4879	PA4879	AAG08264	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA4880	PA4880	AAG08265	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA4960	PA4960	AAG08345	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA4961	PA4961	AAG08346	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA4962	PA4962	AAG08347	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA4963	PA4963	AAG08348	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
PA4965	PA4965	AAG08350	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA4966	PA4966	AAG08351	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA5017	PA5017	AAG08402	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PA5022	PA5022	AAG08407	protein_coding	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0
PA5023	PA5023	AAG08408	protein_coding	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0
PA5024	PA5024	AAG08409	protein_coding	0	0	3	0	2	0	1	0	0	0	0	0	0	0	0
PA5026	PA5026	AAG08411	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	3
PA5027	PA5027	AAG08412	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	3
PA5028	PA5028	AAG08413	protein_coding	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0
PA5029	PA5029	AAG08414	protein_coding	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0
PA5052	PA5052	AAG08437	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PA5055	PA5055	AAG08440	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
PA5059	PA5059	AAG08444	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
PA5061	PA5061	AAG08446	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
PA5062	PA5062	AAG08447	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
